image_name|comment;
2735822661.jpg| A blond girl is sitting drinking a soda and looking at a dolphin swimming in the background .;
2735822661.jpg| A young girl sips from a drinking cup while gazing at a fish tank while a dolphin swims boy .;
2735822661.jpg| A little girl at an aquarium sitting in front of a dolphin tank drinking something .;
2735822661.jpg| A girl drinks from a straw while sitting near the glass of a dolphin enclosure .;
2735822661.jpg| A girl drinking from a cup and enjoying the dolphin .;
273602422.jpg| A man wearing a gray shirt is taking clippings from a large plant .;
273602422.jpg| A man in a cap is trimming a plant outdoors .;
273602422.jpg| A man with a radio trims a bush outdoors .;
273602422.jpg| A man wearing a hat trimming a plant .;
273602422.jpg| A man in uniform carrying a bush .;
2737097126.jpg| Two people are planting flowers around a pole .;
2737097126.jpg| People planting flowers outside in a circle .;
2737097126.jpg| People working together to plant flowers .;
2737097126.jpg| Landscapers are planting a flower bed .;
2737097126.jpg| A few people are planting flowers .;
2743465453.jpg| A person in a robe and apron is cutting bread on a table .;
2743465453.jpg| A woman in a white robe is preparing a table for a meal .;
2743465453.jpg| The man in the apron prepares the dining table .;
2743465453.jpg| A man in an apron is standing by a table .;
2743465453.jpg| A woman is preparing food at a table .;
2744571595.jpg| A man is instructing other men using a whiteboard and dry-erase markers .;
2744571595.jpg| Five men talking in a room with whiteboards behind them .;
2744571595.jpg| A man that is talking to four other men in a circle .;
2744571595.jpg| Group of men standing in a meeting room , talking .;
2744571595.jpg| A group of people stand listening to a speaker .;
2745372673.jpg| An older man dressed in red and black is operating machinery while there are others in the background doing the same thing .;
2745372673.jpg| An elderly man with his hands placed upon some kind of barrel in a truck yard .;
2745372673.jpg| A man honing his craft and contributing to the world around him .;
2745372673.jpg| A man turns the wheel on an piece of orange machinery .;
2745372673.jpg| A man with glasses and a red vest operates a machine .;
2745441424.jpg| The woman in the swimming suit is holding up two young girls in swimming suits;
2745441424.jpg| A woman in a swimming suit holds her two young daughters .;
2745441424.jpg| A woman in a bathing suit poses with two little girls .;
2745441424.jpg| A woman and two little girls wearing swimsuits .;
2745441424.jpg| An african american woman with 2 young girls .;
2747957935.jpg| A child in pink plaid pants and light pink shirt hiding behind her head behind a book on the couch .;
2747957935.jpg| A child sits on a pink , flowered couch and reads a book .;
2747957935.jpg| A little girl is reading a children 's book on the couch .;
2747957935.jpg| A little girl is reading a storybook on a flowered sofa .;
2747957935.jpg| A young girl laying on a couch reading a book .;
2748435417.jpg| A skateboarder performs a trick in front of a business building .;
2748435417.jpg| Two boys are skateboarding in front of an office building .;
2748435417.jpg| Skateboarders do tricks on steps outside of building .;
2748435417.jpg| Skateboarder on the gray steps on a large building;
2748435417.jpg| Two kids are skateboarding .;
2748929011.jpg| A young man in a dark blue striped polo shirt , white slacks and white baseball cap is following through a golf stroke from a sand trap as sand flies up in front of him .;
2748929011.jpg| A male golfer wearing a blue polo shirt and a white hat is attempting to get his ball out of a sand trap .;
2748929011.jpg| A golfer wearing white pants and blue shirt and a white hat taking a swing in the sand .;
2748929011.jpg| A man is playing golf , striking his ball out of a sand bunker .;
2748929011.jpg| A golfer shoots his ball out of a sand trap .;
2749755023.jpg| A crowd goes from tent to tent looking for special items to purchase .;
2749755023.jpg| People in a crowded flee market searching for things to buy .;
2749755023.jpg| Shoppers checking out local buys at a street market .;
2749755023.jpg| Two men and a woman in a market looking at a bike .;
2749755023.jpg| a woman in a black shirt looking at a bicycle .;
275162158.jpg| A woman in a plaid shirt and green apron is working in a red tub;
275162158.jpg| An older Asian person mixes vegetables in a large vat;
275162158.jpg| A woman sorting through a bucket of produce .;
275162158.jpg| An Asian woman mixing cucumbers .;
275162158.jpg| Woman sorting bucket of food .;
275171617.jpg| A man stretching his arms up at a table with two ladies talking to each other .;
275171617.jpg| Three people are sitting outside at a table with artwork leaning against it .;
275171617.jpg| Artist showing off his work of women 's faces and hair .;
275171617.jpg| Two women and a man are seated at an artist 's booth .;
275171617.jpg| Asian artist stretches while painting outdoors .;
2752854276.jpg| a young girl wearing a blueish green shirt standing at the kitchen counter .;
2752854276.jpg| A young girl with a bright blue shirt is eating food off of a countertop .;
2752854276.jpg| A little girl in a blue shirt is playing with something on a countertop .;
2752854276.jpg| A small child is stirring food with a red spoon on a kitchen counter .;
2752854276.jpg| A girl eats her food on the counter .;
2755554894.jpg| A large crowd of people are standing in a line and on a balcony lining a large cobblestone street with a unicycle lying the middle of the street .;
2755554894.jpg| A crowd of people gather along the side of a street .;
2755554894.jpg| A crowd gathered in Covent Garden Market .;
2755554894.jpg| A large group of people gathered outside .;
2755554894.jpg| A downed unicycle in front of a crowd .;
275618737.jpg| A young girl with blond , braided hair sits in the floor holding a pink toothbrush , with a happy birthday banner on the back of the sofa behind her .;
275618737.jpg| A blond woman holds an object in her mouth and a pink toothbrush in her hand while sitting in front of a brightly colored couch .;
275618737.jpg| A blond girl in a blue camisole has something in her mouth and is holding a toothbrush .;
275618737.jpg| a girl is posed holding a toothbrush with some form of box in her mouth .;
275618737.jpg| A girl with blond-hair is sitting on the floor holding a toothbrush .;
2757779501.jpg| A shirtless person with jeans is climbing a rocky mountainside .;
2757779501.jpg| A man climbing the rocky face of a mountain .;
2757779501.jpg| Extreme rock wall climbing;
2757779501.jpg| A climber on some rocks .;
2757779501.jpg| A man rock climbing .;
2759652248.jpg| A snowboarder is lunging of a ramp at a sponsored contest with many spectators watching .;
2759652248.jpg| A snowboarder in a striped sweatshirt flies off a snowy ramp as a crowd watches .;
2759652248.jpg| Snowboarder in a striped shirt going off a ramp in front of a crowd .;
2759652248.jpg| A man is snowboarding at an organized event .;
2759652248.jpg| A snowboarder uses a ramp to grind a rail .;
2760053235.jpg| A young woman in a red and white striped shirt holding her child in a similar outfit as she smiles for a picture .;
2760053235.jpg| A young woman wearing a striped shirt while hold a young baby at an outdoor venue .;
2760053235.jpg| young female in striped shirt holding baby boy with red striped outfit;
2760053235.jpg| A woman sitting at a picnic table is holding a baby .;
2760053235.jpg| a woman holding a child at a picnic;
276052913.jpg| In a crib , an infant in a white shirt and diaper wakes up .;
276052913.jpg| A young infant in a white top crying .;
276052913.jpg| A newborn baby cries in its crib .;
276052913.jpg| The baby in the crib is crying .;
276052913.jpg| A baby cries in its cradle .;
2768021570.jpg| A man uses two sticks to control two tan goats in a pen while a black and white dog watches .;
2768021570.jpg| A cowboy stands near two sheep and a dog at a rodeo .;
2768021570.jpg| A black and white dog is staring at two brown lambs .;
2768021570.jpg| a man in a pink shirt herding goats in a ring;
2768021570.jpg| The dog is herding sheep into a pen .;
2768933636.jpg| The guy holding the red and white striped package is drinking from a plastic cup .;
2768933636.jpg| a man drinking out of a yellow cup around people at a busy event;
2768933636.jpg| A crowd is gathered in a large outdoor public space .;
2768933636.jpg| A crowded commercial area in the evening .;
2768933636.jpg| A man is drinking out of a yellow cup .;
2772084628.jpg| four children are running up a path towards a red brick building .;
2772084628.jpg| Boys running up a stone road towards a brick building .;
2772084628.jpg| The four children are running to a brick building .;
2772084628.jpg| Four children run up a small hill .;
2772084628.jpg| Four boys run away up an incline .;
2773844590.jpg| A bridge hugs someone while wedding guests stand in the background .;
2773844590.jpg| A bride is hugging a person with short blond-hair .;
2773844590.jpg| A woman in bridal wear embraces an individual .;
2773844590.jpg| A crowd standing around and hugging a bride .;
2773844590.jpg| People hugging at a wedding;
278002875.jpg| four young people are walking through past trees in a busy park .;
278002875.jpg| In the Fall , college students return to their schools .;
278002875.jpg| Two girls and two boys walking in a park .;
278002875.jpg| Four people stand in front of trees .;
278002875.jpg| Four young adults gathered outdoors;
2781699063.jpg| Two people are next to a fountain with a red bottom and arches of water .;
2781699063.jpg| young girl and man standing in front of water fountain .;
2781699063.jpg| A lady gazes at a fountain while a man walks by .;
2781699063.jpg| Two people enjoying a water fountain display .;
2781699063.jpg| A person is looking at water jets .;
2787372148.jpg| Four guys gathering around a guy wearing navy blue that is fixing something .;
2787372148.jpg| Five men stand outside and look like they are about to work .;
2787372148.jpg| Five men on an industrial boat dock exam the situation .;
2787372148.jpg| A group of men look down while one looks up .;
2787372148.jpg| A group of five men are standing on a dock .;
2787868417.jpg| a blond girl in a pink bathing suit running through the sprinklers;
2787868417.jpg| A little girl wearing a pink dress is running across the grass .;
2787868417.jpg| A little girl in pink in running through a sprinkler .;
2787868417.jpg| A girl runs through sprinklers on a lawn .;
2787868417.jpg| A girl in pink runs through a sprinkler .;
2791234044.jpg| A romantic couple who are in white clothes feeling some romance in front of a Heineken holding .;
2791234044.jpg| A man and a woman are embracing while standing against a green Heineken sign .;
2791234044.jpg| A young couple showing affection in front of a beer advertisement .;
2791234044.jpg| A man is hugging a lady in front of a Heineke display .;
2791234044.jpg| A couple hug near a Heineken beer sign .;
2793770567.jpg| A woman wearing a blue and red outfit doing gymnastics around a pink pole .;
2793770567.jpg| A circus worker showing her talent in her pink and blue uniform .;
2793770567.jpg| A person in costume is trying to fly around a red pole .;
2793770567.jpg| A blond woman is handing from a red pole .;
2793770567.jpg| A blond woman swinging from a pole .;
2797149878.jpg| A young boy wearing a black hoodie is holding a fishing pole .;
2797149878.jpg| A blond boy in a dark hoodie is holding a fishing rod .;
2797149878.jpg| A boy on the beach casts a fishing pole in the water .;
2797149878.jpg| A little boy is holding a fishing rod .;
2797149878.jpg| A young male holding a fishing pole .;
2798651809.jpg| A man is holding a baby in front of a dish filled with corn .;
2798651809.jpg| baby sitting on a man 's lap looking at corn on the cob;
2798651809.jpg| A baby in pink clothes staring at corn on the cob;
2798651809.jpg| A man holding a baby is beside a bowl of corn .;
2798651809.jpg| A man holding a baby at the dinner table .;
2805822564.jpg| A teenage girl running on a beach shouting , with an older man walking behind her .;
2805822564.jpg| Child yelling and walking across sand , another figure and ocean in background .;
2805822564.jpg| The girl is running on the sand near the beach .;
2805822564.jpg| a young child running along the shore at a beach;
2805822564.jpg| A young girl plays in the sand on a beach .;
2809338182.jpg| From the inside of a car , a verdant neighborhood and a man on a tractor pulling a fallen tree are visible .;
2809338182.jpg| A man is pulling a tree with his tractor through town .;
2809338182.jpg| A man on a riding lawn mower is pulling a tree .;
2809338182.jpg| A man is riding a lawn mower on the street .;
2809338182.jpg| A man on a lawn mower drives past a car .;
281271503.jpg| Man on a tall unicycle , who is wearing bright yellow shirt , red bandanna and camouflage pants is juggling 3 pins while people watch .;
281271503.jpg| A man wearing a yellow shirt riding a unicycle and juggling pins performing in front of a group of young children and some adults .;
281271503.jpg| A man is riding a tall unicycle and juggling pins simultaneously while many audience members watch and applaud .;
281271503.jpg| A street performer entertains a group of people by juggling bowling pins while perched on his giant unicycle .;
281271503.jpg| A man in a bright yellow shirt juggles while riding a unicycle .;
28144507.jpg| A bald man in a blue shirt washing a window . The window is covered in suds .;
28144507.jpg| From inside building , view of man washing window with tool .;
28144507.jpg| A window washer in a blue shirt soaps up the windows .;
28144507.jpg| An average man washes the windows of a building .;
28144507.jpg| man cleaning a window using a mop;
281658184.jpg| A male athlete is just about to launch his body with a pole vault at a track and field event .;
281658184.jpg| A man at a track event grimaces in the middle of a pole-vaulting attempt .;
281658184.jpg| A man wearing a white shirt and black shorts in competing in pole vault .;
281658184.jpg| A pole vaulter is about to launch off the floor with his pole .;
281658184.jpg| A pole vault athlete getting to get up to pass the bar;
2817230861.jpg| Two female beach volleyball players face off at the net with the Beijing Olympics logo visible in the background .;
2817230861.jpg| two female volleyball players try to hit the ball .;
2817230861.jpg| Two women in skimpy outfits play sand volleyball .;
2817230861.jpg| Two women play volleyball on the sand .;
2817230861.jpg| Two woman playing beach volleyball .;
2821374709.jpg| A woman in a cow patterned apron and faux cheese top hat cuts real cheese .;
2821374709.jpg| A woman in a red shirt with a cheese hat on , carving a block of cheese .;
2821374709.jpg| A woman in a cow-patterned apron and cheese hat is craving some cheese .;
2821374709.jpg| A woman wearing a red shirt and cheese hat cutting cheese .;
2821374709.jpg| A lady is cutting a piece of cheese .;
2823575468.jpg| A boy in blue shorts running on a concrete surface while holding goggles .;
2823575468.jpg| The young athlete completes the swimming portion of the race .;
2823575468.jpg| A young boy runs barefoot while wearing a blue swimsuit .;
2823575468.jpg| Boy wearing swim trunks holding goggles and running;
2823575468.jpg| A wet boy carrying goggles runs .;
2831215155.jpg| An SUV is parked in a grassy field with mountains in the background , and a woman is looking through a telescope off into the distance .;
2831215155.jpg| A person holding a piece of equipment up to her eyes is standing in a large meadow near a blue vehicle .;
2831215155.jpg| A woman is looking through binoculars while standing in front of a car that is parked near mountains .;
2831215155.jpg| A person in a field looks through a telescope while a blue car approaches or waits .;
2831215155.jpg| A woman stands in a field near a car , and looks through binoculars .;
2832747707.jpg| A guy wearing a red coat , white jodhpurs and black boots jumps his gray horse over poles during a steeplechase competition .;
2832747707.jpg| A man is riding a horse that is jumping over an obstacle with an Olympic ring symbol on a sign in the background .;
2832747707.jpg| A horse and rider jumping tall rails positioned over a replica stone , arch-style bridge .;
2832747707.jpg| A jockey with a red sports coat riding a horse jumping over an obstacle;
2832747707.jpg| Olympic equestrian jumps his horse over some horizontal poles .;
2835793460.jpg| A young women , in a black shirt , is holding a bike , while a young boy is holding a skateboard .;
2835793460.jpg| A lady putting her bike on the sidewalk as a guy carries his skateboard onto the same sidewalk .;
2835793460.jpg| A skateboarder is talking to a young girl who is trying to pull her bike away from him .;
2835793460.jpg| A young woman holds her friend 's bicycle for him while he pulls out his skateboard .;
2835793460.jpg| A woman holding a bicycle and a boy holding a skateboard near a sidewalk .;
284441196.jpg| The white and brown dog is running through the grass .;
284441196.jpg| A brown and white dog runs through the green grass .;
284441196.jpg| A brown and white dog runs across the grass .;
284441196.jpg| A dog runs around in a field .;
284441196.jpg| A dog running on the grass .;
2844747252.jpg| Two dogs are fighting over a toy and another dog is chasing them .;
2844747252.jpg| Three dogs are playing with a yellow ball in a grassy field .;
2844747252.jpg| A small dog watches two big dogs playing rough in a field .;
2844747252.jpg| Two dogs play together and another runs after in a field .;
2844747252.jpg| Three dogs play together in the field .;
2845913086.jpg| A man hits a volleyball on a beach volleyball court while spectators look on .;
2845913086.jpg| A man serves a volleyball on the sand court at a volleyball competition .;
2845913086.jpg| A young man serving a volleyball on the beach .;
2845913086.jpg| People are playing volleyball at the beach .;
2845913086.jpg| asian man hitting a volleyball;
2847281670.jpg| A lady and two small children are sitting on a park bench with pigeons at their feet .;
2847281670.jpg| A child in a blue shirt is pointing at something while a lady with a baby loos .;
2847281670.jpg| The lady and children are sharing their space with a flock of pigeons .;
2847281670.jpg| A woman and her children sit in a park surrounded by pigeons .;
2847281670.jpg| a group of people observing a group of birds;
2848977044.jpg| A rodeo rider doing a vertical trick on a brown horse as an audience looks on .;
2848977044.jpg| A man at the rodeo is riding his horse while upside down and not on the saddle;
2848977044.jpg| A man is riding upside down on the side of a horse at a rodeo .;
2848977044.jpg| A rodeo rider being thrown headfirst from a horse .;
2848977044.jpg| A cowboy is hanging upside down from a horse .;
2849292029.jpg| Two men , both wearing collared shirts , hats , and jeans , are riding horses and trying to catch a bull .;
2849292029.jpg| Two men on horseback , each swinging lassos , are chasing a calf inside a rodeo ring .;
2849292029.jpg| Two cowboys attempt to lasso a calf while riding full speed on horses .;
2849292029.jpg| Two cowboys attempting to lasso a cow in a rodeo .;
2849292029.jpg| Two men on horses chasing an animal at a rodeo .;
2855667597.jpg| The four large , black dogs are running on the grass .;
2855667597.jpg| Four black dogs run together on bright green grass .;
2855667597.jpg| Four black dogs run across the grass .;
2855667597.jpg| Four black dogs running over grass .;
2855667597.jpg| Four dogs run on field;
2858843359.jpg| A overweight male is playing electric guitar while wearing a white hat .;
2858843359.jpg| A man wearing a hat and glasses is playing an electric guitar .;
2858843359.jpg| A man playing an electric guitar in a concert-like setting .;
2858843359.jpg| A man is playing his guitar and wearing glasses .;
2858843359.jpg| A man in a black shirt is playing the guitar .;
2862469183.jpg| A large golden retriever is jumping high over another smaller , black dog .;
2862469183.jpg| A big gold-colored dog jumping over a smaller black dog .;
2862469183.jpg| Large brown dog is jumping over a smaller black dog .;
2862469183.jpg| A large brown dog jumps over a small black dog .;
2862469183.jpg| A big brown dog jumps over a small black dog .;
2864608641.jpg| A young boy wearing a bright yellow raincoat , jean shorts and sandals squats down as he looks at an older boy and girl who are standing next to him and looking down some railroad tracks .;
2864608641.jpg| Three children all wearing capri pants and long-sleeved hooded jackets anxiously await a train .;
2864608641.jpg| Three children look down the train tracks to watch the train come in .;
2864608641.jpg| Three children are standing on the platform next to train tracks .;
2864608641.jpg| Children stand and wait for the train .;
286797291.jpg| A man in a blue and white shirt holding a blue bag walks by two police officers in yellow vests .;
286797291.jpg| Two police officers wearing florescent vests standing on the sidewalk while people pass by .;
286797291.jpg| A man walks into a transportation station and two officers in neon jackets stand guard .;
286797291.jpg| Two policemen in neon yellow jackets stand while others walk by .;
286797291.jpg| Two policemen standing on a sidewalk with people passing by .;
2868652721.jpg| A woman in a red shirt and glasses leans out an order window next to a tall chef statue and a famous sign .;
2868652721.jpg| A senior is waiting at the window of a restaurant that serves sandwiches .;
2868652721.jpg| An elderly woman is working at a concession stand .;
2868652721.jpg| A Food Service Worker sitting on the Counter .;
2868652721.jpg| A counter person looks on at a food court .;
2868798.jpg| Three girls are standing together in a room , one is listening , one is writing on a wall and the third is talking to them .;
2868798.jpg| A young lady in a striped shirt is waiting for the young lady with blond-hair who is writing .;
2868798.jpg| Three girls in a store one of them writing on a wall .;
2868798.jpg| Three women are standing in the store .;
2868798.jpg| College girls hanging out in a shop .;
2872743471.jpg| Four boys playing on the inertia wheel at a park .;
2872743471.jpg| Four boys playing on a merry-go-round in a park .;
2872743471.jpg| Four boys play on a merry-go-round at a park .;
2872743471.jpg| Four boys are playing at a wooden playground .;
2872743471.jpg| Four boys are playing at a playground;
2872806249.jpg| An elderly person in bright orange overalls is standing along side a street .;
2872806249.jpg| A person wearing orange overalls stands on the sidewalk .;
2872806249.jpg| The man in the red overalls stands on the sidewalk .;
2872806249.jpg| Woman in red overalls standing on the sidewalk .;
2872806249.jpg| A woman in red overalls stands on sidewalk .;
2872819024.jpg| A line of cheerleaders in blue uniforms standing on a football field .;
2872819024.jpg| A line of cheerleaders in blue costumes wait to perform .;
2872819024.jpg| Cheerleaders standing on a football field .;
2872819024.jpg| Blue clad cheerleaders putting on a show .;
2872819024.jpg| cheerleaders at a high school pep rally;
2883760932.jpg| Two construction workers , one holding a yellow piece of metal , and the other holds tool .;
2883760932.jpg| Two men are wearing hard hats and bright green vests , and are working on something .;
2883760932.jpg| Two workers in high-visibility vests speak to each other over a metal beam .;
2883760932.jpg| Two construction workers are preparing a part .;
2883760932.jpg| Construction workers working on a part .;
2884420269.jpg| There is a man and a boy , both standing on one leg , with at least one arm sticking out .;
2884420269.jpg| Two young men are both standing on one leg with their arms stretched out on the street .;
2884420269.jpg| two men posing with their legs up with a train in the background;
2884420269.jpg| Two men put their arms and legs out to the side .;
2884420269.jpg| Two men are posing oddly outdoors .;
2884750527.jpg| The person is dress from head to toe in white and is walking on the street .;
2884750527.jpg| A woman wearing an all-white outfit is walking across a crosswalk .;
2884750527.jpg| The nurse is all dressed in white walking on a street .;
2884750527.jpg| A woman in a white dress walking down a street .;
2884750527.jpg| A woman dressed in all white in a crosswalk .;
2887171449.jpg| Woman in colorful shirt works at sewing machine .;
2887171449.jpg| Woman with glasses working at a sewing machine .;
2887171449.jpg| A woman sitting at a sewing machine looks up .;
2887171449.jpg| A woman works by a sewing machine .;
2887171449.jpg| A woman with glasses is sewing .;
2888520501.jpg| A man wearing a white t-shirt and blue jeans standing on a large vehicle in front of a house .;
2888520501.jpg| A man in blue jeans is reaching for something on a truck .;
2888520501.jpg| A man working on a large piece of equipment .;
2888520501.jpg| A Man fixing machinery outside .;
2888520501.jpg| A man works on a large vehicle .;
2890240843.jpg| A black man and white man and white woman are standing with some bicycles lying about but appear to be watching some type of event .;
2890240843.jpg| A tattooed red-haired women is leaning on her bicycle .;
2890240843.jpg| A woman in a black shirt has a tattoo on her leg .;
2890240843.jpg| People on bikes gathered at night .;
2890240843.jpg| a group of young adults on bikes;
2891943949.jpg| Woman in orange jacket is sitting crossed legged on a bench while woman in blue is leaning against the glass .;
2891943949.jpg| A dark-haired woman wearing glasses , a red jacket and jeans sitting on a bench on the sidewalk .;
2891943949.jpg| A woman in an orange windbreaker waits with a woman in a navy blue shirt for the bus .;
2891943949.jpg| A woman in an orange jacket sits on a bench .;
2891943949.jpg| People waiting at a bus stop .;
2892395757.jpg| A cyclist wearing a black helmet is riding by some black vans .;
2892395757.jpg| A bicycler is riding a bike at a racing event .;
2892395757.jpg| Man wearing helmet and racing gear on a bicycle;
2892395757.jpg| A person on a bicycle goes down the street .;
2892395757.jpg| Funky bicycle being raced;
2892992529.jpg| A large black and white dog is catching a Frisbee in the park with a crowd of people behind him .;
2892992529.jpg| A black and white dog with a Frisbee in his mouth on his hind legs;
2892992529.jpg| A black dog with an orange bandanna catches a white Frisbee .;
2892992529.jpg| A black dog catches a Frisbee at a park .;
2892992529.jpg| Dog catching the Frisbee .;
2897978268.jpg| A man in a beige shirt and tan slacks sits in a chair next to a hospital patient wearing a blue gown who is sitting cross-legged on his hospital bed .;
2897978268.jpg| Two men in a hospital , one is visiting the other is a patient .;
2897978268.jpg| A man visiting a friend in the hospital .;
2897978268.jpg| Two elderly men sitting at the hospital .;
2897978268.jpg| Two men are waiting at a hospital .;
289860281.jpg| A girl in a bikini , glasses and black hat laying on a white towel on the beach .;
289860281.jpg| A woman in a black cap is laying on the beach in a pink bikini .;
289860281.jpg| Girl with black hat and sunglasses lying on towel at beach;
289860281.jpg| A girl in a black hat wears a bikini at the beach .;
289860281.jpg| Young lady in bikini lying on the beach;
2900701525.jpg| Four men are relaxing under a large tree on a very nice day .;
2900701525.jpg| Four young men rest in the shade of a leaning tree .;
2900701525.jpg| Four people enjoying the qualities of nature .;
2900701525.jpg| A group of men take a rest after a long hike .;
2900701525.jpg| four men sitting in the shade under a tree .;
2901074943.jpg| A young child plays with sidewalk chalk by dropping it on the gound .;
2901074943.jpg| A small girl is sitting on the cement dropping some chalk;
2901074943.jpg| A little girl throws a pink and yellow chunk of chalk .;
2901074943.jpg| A young girl throwing her pink chalk .;
2901074943.jpg| A child plays on the floor .;
2901341974.jpg| Two people in a Mexican restaurant posing for a picture with Mexican hats on .;
2901341974.jpg| Two women in large sombreros smile next to a no smoking sign .;
2901341974.jpg| Two friends are smiling and wearing large sombreros .;
2901341974.jpg| Two people pose for a picture wearing sombreros .;
2901341974.jpg| Two people are wearing giant sombreros .;
2901375404.jpg| A man wearing blue pants is standing on a ladder , working on building the roof of a dome on a white building .;
2901375404.jpg| A man on a ladder repairs bronze shingles on the roof of a building .;
2901375404.jpg| A man is working on building a gold , dome-shaped roof .;
2901375404.jpg| A man on a ladder repairs the roof of a building .;
2901375404.jpg| The man works on the roof of the building .;
2906755876.jpg| A woman and a boy sitting , she is sipping hot coffee and he has finish eating something .;
2906755876.jpg| White woman and boy sitting around a small white table , sitting in wicker chairs .;
2906755876.jpg| A woman in a pink shirt and blue cap is eating with a young boy at a cafe .;
2906755876.jpg| A woman and a boy are sitting and eating at a table .;
2906755876.jpg| A woman and child sit at a small table .;
2906802485.jpg| Four people , in colorful kayaks , are on the water on a sunny day .;
2906802485.jpg| Four kayakers and canoers near a rock wall .;
2906802485.jpg| four kayakers paddle through the water .;
2906802485.jpg| Four people are kayaking in a river .;
2906802485.jpg| Four kayakers on a moutain stream .;
2915223777.jpg| Two boys , one wearing a black shirt and the other wearing a white shirt , appear to be doing some type of karate moves on the basketball court .;
2915223777.jpg| Two boys are in martial arts poses in an outside basketball court .;
2915223777.jpg| Two young men perform martial arts in front of a basketball hoop .;
2915223777.jpg| Two teenage boy in the park on basketball court doing karate .;
2915223777.jpg| 2 kids doing martial arts on playground;
2915718100.jpg| Several boys in bright orange clothing standing in front of a lake with boats in it , holding up an object that is dripping .;
2915718100.jpg| Several young boys dressed in orange robes , standing with arms raised along side a river with boats .;
2915718100.jpg| A group of young monks are holding a ceremony for passengers on boats .;
2915718100.jpg| People are along side the water in orange outfits watching the boats .;
2915718100.jpg| Several men wrapped in orange cloth looking towards boats .;
2916362709.jpg| Many youth congregate in the presence of a picnic table and a white building .;
2916362709.jpg| A large group of teenagers mill around on a patio .;
2916362709.jpg| Everyone is waiting in line outside the building .;
2916362709.jpg| Kids and grownup gather in a shady spot .;
2916362709.jpg| People standing in line for something .;
2916920568.jpg| A number of people holding black trash bags walk along a beachfront including several young boys wearing royal blue t-shirts .;
2916920568.jpg| A group of people are picking up trash on a beach .;
2916920568.jpg| A large group of people enjoying the beach .;
2916920568.jpg| Many people are walking on a beach .;
2916920568.jpg| People hangout on a beach .;
2918880895.jpg| A man in a yellow shirt and a man in a blue shirt and tie posing for a picture .;
2918880895.jpg| A man in a yellow and yellow shirt puts his arm around a man in a blue shirt .;
2918880895.jpg| Two men each have one arm around each other and are in formal dresswear;
2918880895.jpg| Two guys , one black and one white , smiling for the camera .;
2918880895.jpg| Two employees pose for a picture .;
2922504002.jpg| Two men and three children on the beach getting splashed with waves of water .;
2922504002.jpg| A group of men and children play in the sand while a wave hits .;
2922504002.jpg| Men and children getting splashed by water on the beach .;
2922504002.jpg| Children and adults are playing on the beach .;
2922504002.jpg| Two men and three children are at the beach .;
2922807898.jpg| White dog holding pink floppy Frisbee in mouth jumping with all four feet off the ground .;
2922807898.jpg| A medium sized white dog is jumping up to catch a small cloth Frisbee .;
2922807898.jpg| A large yellow dog leaps into the air to catch his Frisbee .;
2922807898.jpg| A yellow dog is jumping to catch a toy in a park .;
2922807898.jpg| A dog leaps in the air to catch a disc .;
2926233397.jpg| A dog , possibly a basset hound , stands nose-deep in pond water .;
2926233397.jpg| A dog is almost all the way in the water and takes a drink .;
2926233397.jpg| The brown dog is taking a drink while wading in the water .;
2926233397.jpg| A large dog wades through shallow water .;
2926233397.jpg| A brown dog up to its neck in water;
2930980889.jpg| Man in red shirt and gray pants with a bag standing on white and gray pavement .;
2930980889.jpg| A man standing on concrete outside wearing a red shirt and gray pants .;
2930980889.jpg| a formal dressed man on the outside of a building .;
2930980889.jpg| A man with a bag looks unhappy on his way to work .;
2930980889.jpg| Man with a shoulder bag standing on concrete .;
2933912528.jpg| two black dogs each with running on the beach with balls in their mouths .;
2933912528.jpg| Two wet , black dogs are running through some sand .;
2933912528.jpg| two dogs run across the sand near a boardwalk .;
2933912528.jpg| Two black dogs run in the sand by a pier .;
2933912528.jpg| Two black dogs run through sand .;
2941668295.jpg| Three men are grouped around the back of a car with its tailgate out , two of the men clothed in yellow uniforms and one in blue .;
2941668295.jpg| Three men , two wearing yellow suits , are looking in the back of a car .;
2941668295.jpg| Emergency personnel looking into the back of a car .;
2941668295.jpg| Some firefighters check a vehicle .;
2941668295.jpg| Men in uniform work together .;
2945213105.jpg| A woman takes a break from cooking to take a swig of wine straight from the bottle .;
2945213105.jpg| A woman at the stove wearing a blue oven mitt takes a sip from her wine .;
2945213105.jpg| Here is a young women sampling the wine while she cooks .;
2945213105.jpg| A woman cooking and drinking wine from the bottle .;
2945213105.jpg| A woman drinking while cooking .;
2946354846.jpg| Two girls , one with an umbrella and the other in a swimsuit , run through a fountain .;
2946354846.jpg| Two young girls are running through a fountain .;
2946354846.jpg| Two little girls are playing in the fountains .;
2946354846.jpg| Two young girls play in public sprinklers .;
2946354846.jpg| Two little girls play in a fountain .;
2947274789.jpg| a man in a green shirt and cap puts his hands on a table as he stands next to man wearing headphones around his neck .;
2947274789.jpg| There is a guy with headphones around his neck next to a guy in a hat looking off-screen .;
2947274789.jpg| One man has his hands outstretched while another has headphones around his neck .;
2947274789.jpg| A man wearing a white shirt is sitting next to a man wearing a green shirt .;
2947274789.jpg| Two men are sitting indoors , one of them has headphones .;
294839797.jpg| A man wearing a shorts and an orange tank top is kicking a very large red ball with people around him .;
